,id_dato,v_diodo_garita,v_bateria_garita,lux,mag_viento,dir_viento,hum,lluvia,temp,presion,adc0,adc1,adc2,fecha
673,24396,180,1023,631,7.3,188.36,63.5,233,18.63,553.3,4175,4175,4175,2024-12-10 12:24:09
674,24397,180,1023,634,3.72,172.47,63.0,233,19.11,553.29,4175,4175,4175,2024-12-10 12:29:32
675,24398,179,1023,637,4.98,202.22,61.7,233,19.33,553.17,4158,4158,4158,2024-12-10 12:34:55
676,24399,179,1023,695,11.42,198.4,66.0,233,18.72,553.07,4169,4169,4169,2024-12-10 12:40:18
677,24400,178,1023,699,5.14,195.41,64.9,233,19.24,552.99,4186,4186,4186,2024-12-10 12:45:41
678,24401,177,1023,700,8.15,193.35,61.4,233,19.87,552.75,4180,4180,4180,2024-12-10 12:51:04
679,24402,177,1023,691,1.85,243.72,58.7,233,21.07,552.61,4169,4169,4169,2024-12-10 12:56:27
680,24403,176,1023,685,2.13,263.35,61.0,233,21.58,552.53,4175,4175,4175,2024-12-10 13:01:50
681,24404,176,1023,688,6.22,283.7,58.8,233,22.1,552.44,4175,4175,4175,2024-12-10 13:07:13
682,24405,176,1023,705,9.29,292.15,60.7,233,22.35,552.36,4186,4186,4186,2024-12-10 13:12:36
683,24406,175,1023,708,10.68,294.56,54.4,233,22.8,552.27,4186,4186,4186,2024-12-10 13:17:59
684,24407,175,1023,709,6.54,277.45,57.4,233,23.62,552.12,4180,4180,4180,2024-12-10 13:23:22
685,24408,175,1023,716,8.34,237.97,76.2,233,23.11,552.06,4153,4153,4153,2024-12-10 13:28:45
686,24409,174,1023,719,7.2,255.2,75.2,233,23.65,551.99,4169,4169,4169,2024-12-10 13:34:08
687,24410,174,1023,719,7.54,260.45,47.4,233,24.21,551.93,4164,4164,4164,2024-12-10 13:39:32
688,24411,174,1023,715,5.9,197.3,44.6,233,24.13,551.85,4180,4180,4180,2024-12-10 13:44:55
689,24412,174,1023,711,3.94,246.48,46.4,233,24.57,551.72,4180,4180,4180,2024-12-10 13:50:19
690,24413,174,1023,702,11.25,193.38,49.8,233,23.22,551.69,4180,4180,4180,2024-12-10 13:55:42
691,24414,174,1023,681,5.15,197.23,48.1,233,23.9,551.59,4136,4136,4136,2024-12-10 14:01:05
692,24415,174,1023,654,0.9,261.52,49.7,233,24.36,551.48,4186,4186,4186,2024-12-10 14:06:28
693,24416,175,1023,668,4.65,229.65,45.1,233,23.8,551.38,4175,4175,4175,2024-12-10 14:11:51
694,24417,176,1023,656,8.97,247.21,48.9,233,23.58,551.28,4164,4164,4164,2024-12-10 14:17:15
695,24418,176,1023,660,4.55,241.1,50.9,233,23.51,551.16,4153,4153,4153,2024-12-10 14:22:39
696,24419,177,1023,640,3.68,260.35,48.4,233,23.73,551.07,4180,4180,4180,2024-12-10 14:28:04
697,24420,177,1023,647,3.35,187.55,46.9,233,23.45,550.96,4175,4175,4175,2024-12-10 14:33:27
698,24421,178,1023,676,5.02,224.45,51.2,233,23.67,550.97,4169,4169,4169,2024-12-10 14:38:50
699,24422,177,1023,699,4.77,231.12,48.6,233,24.83,550.78,4186,4186,4186,2024-12-10 14:44:13
700,24423,177,1023,706,6.46,236.38,44.3,233,25.08,550.76,4158,4158,4158,2024-12-10 14:49:36
701,24424,176,1023,686,5.78,201.9,44.2,233,25.34,550.65,4169,4169,4169,2024-12-10 14:54:59
702,24425,175,1023,705,5.54,201.9,43.3,233,25.96,550.57,4197,4197,4197,2024-12-10 15:00:22
703,24426,172,1023,708,6.21,239.79,42.8,233,26.18,550.48,4175,4175,4175,2024-12-10 15:05:45
704,24427,172,1023,700,5.3,245.9,44.6,233,26.3,550.43,4186,4186,4186,2024-12-10 15:11:08
705,24428,172,1023,672,8.71,272.61,42.2,233,26.07,550.37,4153,4153,4153,2024-12-10 15:16:32
706,24429,171,1023,665,11.83,298.54,43.8,233,26.01,550.31,4158,4158,4158,2024-12-10 15:21:56
707,24430,171,1023,674,7.91,265.8,43.6,233,25.8,550.28,4175,4175,4175,2024-12-10 15:27:19
708,24431,171,1023,650,5.58,238.77,42.1,233,25.12,550.23,4191,4191,4191,2024-12-10 15:32:43
709,24432,171,1023,611,5.76,252.26,45.5,233,24.59,550.16,4158,4158,4158,2024-12-10 15:38:06
710,24433,172,1023,606,5.99,284.81,49.3,233,24.52,550.13,4180,4180,4180,2024-12-10 15:43:29
711,24434,172,1023,604,2.82,249.46,43.7,233,24.54,550.1,4180,4180,4180,2024-12-10 15:48:53
712,24435,173,1023,643,5.5,192.69,45.6,233,23.69,550.08,4175,4175,4175,2024-12-10 15:54:16
713,24436,173,1023,615,2.28,194.13,42.9,233,24.13,550.05,4180,4180,4180,2024-12-10 15:59:40
714,24437,173,1023,594,6.98,192.37,45.2,233,23.43,550.08,4175,4175,4175,2024-12-10 16:05:04
715,24438,175,1023,618,4.94,197.18,45.6,233,23.55,550.02,4180,4180,4180,2024-12-10 16:10:27
716,24439,175,1023,602,6.28,191.39,45.4,233,23.18,550.0,4175,4175,4175,2024-12-10 16:15:50
717,24440,176,1023,581,3.31,229.38,46.2,233,23.2,549.96,4180,4180,4180,2024-12-10 16:21:13
718,24441,176,1023,576,4.66,184.77,46.6,233,22.88,549.95,4175,4175,4175,2024-12-10 16:26:37
719,24442,176,1023,570,0.0,184.77,48.1,233,22.94,549.94,4147,4147,4147,2024-12-10 16:32:01
720,24443,177,1023,585,3.12,233.29,48.3,233,22.98,549.93,4191,4191,4191,2024-12-10 16:37:24
721,24444,176,1023,573,4.09,212.52,48.1,233,23.12,549.95,4180,4180,4180,2024-12-10 16:42:48
722,24445,176,1023,575,4.18,235.05,49.0,233,23.29,549.91,4180,4180,4180,2024-12-10 16:48:11
723,24446,176,1023,549,5.9,188.85,48.3,233,22.91,549.88,4114,4114,4114,2024-12-10 16:53:34
724,24447,177,1023,537,4.25,251.38,49.1,233,22.74,549.88,4153,4153,4153,2024-12-10 16:58:57
725,24448,177,1023,579,2.55,204.87,48.1,233,22.94,549.8,4158,4158,4158,2024-12-10 17:04:20
726,24449,177,1023,588,0.05,337.5,47.7,233,23.21,549.79,4191,4191,4191,2024-12-10 17:09:42
727,24450,177,1023,524,1.93,209.41,44.3,233,23.6,549.73,4180,4180,4180,2024-12-10 17:15:06
728,24451,177,1023,551,5.25,191.54,47.7,233,23.13,549.77,4180,4180,4180,2024-12-10 17:20:29
729,24452,177,1023,537,2.99,228.49,47.0,233,23.17,549.78,4158,4158,4158,2024-12-10 17:25:52
730,24453,177,1023,530,3.6,192.3,47.6,233,22.96,549.82,4153,4153,4153,2024-12-10 17:31:15
731,24454,177,1023,521,0.6,174.54,46.5,233,22.96,549.79,4175,4175,4175,2024-12-10 17:36:38
732,24455,177,1023,534,1.4,194.12,48.0,233,23.35,549.76,4191,4191,4191,2024-12-10 17:42:01
733,24456,177,1023,521,1.49,185.96,46.9,233,23.67,549.76,4153,4153,4153,2024-12-10 17:47:24
734,24457,177,1023,500,0.0,185.96,46.9,233,23.72,549.76,4180,4180,4180,2024-12-10 17:52:47
735,24458,176,1023,483,0.0,185.96,46.7,233,23.64,549.74,4153,4153,4153,2024-12-10 17:58:10
736,24459,177,1023,466,0.0,185.96,45.9,233,23.74,549.73,4153,4153,4153,2024-12-10 18:03:33
737,24460,176,1023,436,0.0,185.96,44.7,233,23.62,549.76,4186,4186,4186,2024-12-10 18:08:56
738,24461,177,1023,421,0.0,185.96,46.6,233,23.09,549.81,4175,4175,4175,2024-12-10 18:14:19
739,24462,177,1023,389,0.0,185.96,47.0,233,22.76,549.87,4186,4186,4186,2024-12-10 18:19:43
740,24463,175,1023,320,0.0,185.96,48.3,233,22.39,549.82,4175,4175,4175,2024-12-10 18:25:06
741,24464,177,1023,330,0.0,185.96,48.9,233,21.37,549.9,4153,4153,4153,2024-12-10 18:30:29
742,24465,178,1023,330,0.0,185.96,53.9,233,21.24,549.92,4164,4164,4164,2024-12-10 18:35:52
743,24466,178,1023,505,0.0,185.96,51.9,233,20.69,549.96,4158,4158,4158,2024-12-10 18:41:15
744,24467,179,1023,212,0.0,185.96,52.9,233,19.99,550.02,4175,4175,4175,2024-12-10 18:46:38
745,24468,178,1023,156,0.0,185.96,59.3,233,19.44,550.13,4153,4153,4153,2024-12-10 18:52:01
746,24469,179,1023,124,0.0,185.96,65.4,233,19.29,550.16,4169,4169,4169,2024-12-10 18:57:23
747,24470,179,1023,95,0.0,185.96,65.2,233,18.97,550.17,4169,4169,4169,2024-12-10 19:02:47
748,24471,180,1023,47,1.09,271.27,69.4,233,18.23,550.23,4169,4169,4169,2024-12-10 19:08:10
749,24472,179,1023,30,8.25,270.76,64.4,233,18.51,550.24,4169,4169,4169,2024-12-10 19:13:33
750,24473,180,1023,22,8.15,271.25,64.1,233,18.67,550.31,4142,4142,4142,2024-12-10 19:18:56
751,24474,180,1023,17,6.1,271.42,66.8,233,18.34,550.38,4164,4164,4164,2024-12-10 19:24:19
752,24475,180,1023,15,4.5,271.42,66.7,233,18.07,550.44,4142,4142,4142,2024-12-10 19:29:42
753,24476,180,1023,18,3.7,291.86,63.6,233,17.99,550.49,4164,4164,4164,2024-12-10 19:35:05
754,24477,181,1023,14,2.06,160.99,65.2,233,17.9,550.53,4164,4164,4164,2024-12-10 19:40:28
755,24478,181,1023,14,2.49,160.54,70.0,233,17.66,550.62,4164,4164,4164,2024-12-10 19:45:51
756,24479,181,1023,14,0.0,160.54,74.4,233,17.09,550.7,4158,4158,4158,2024-12-10 19:51:14
757,24480,181,1023,14,0.0,160.54,76.5,233,16.76,550.73,4158,4158,4158,2024-12-10 19:56:37
758,24481,181,1023,13,3.31,160.54,78.3,233,16.51,550.75,4136,4136,4136,2024-12-10 20:02:00
759,24482,182,1023,14,0.7,230.79,78.1,233,16.16,550.83,4158,4158,4158,2024-12-10 20:07:23
760,24483,182,1023,14,0.0,230.79,78.4,233,16.16,550.89,4153,4153,4153,2024-12-10 20:12:46
761,24484,182,1023,14,0.0,230.79,79.8,233,15.93,550.96,4131,4131,4131,2024-12-10 20:18:09
762,24485,182,1023,14,0.23,182.8,80.3,233,15.81,550.99,4153,4153,4153,2024-12-10 20:23:32
763,24486,182,1023,14,0.0,182.8,80.3,233,15.64,551.01,4125,4125,4125,2024-12-10 20:28:54
764,24487,182,1023,14,1.3,152.22,77.7,233,16.14,551.03,4153,4153,4153,2024-12-10 20:34:18
765,24488,182,1023,14,3.22,272.44,77.7,233,16.21,551.13,4153,4153,4153,2024-12-10 20:39:40
766,24489,182,1023,13,1.27,283.19,79.3,233,15.63,551.17,4147,4147,4147,2024-12-10 20:45:04
767,24490,183,1023,14,0.23,318.32,80.5,233,15.16,551.24,4147,4147,4147,2024-12-10 20:50:27
768,24491,183,1023,14,0.73,311.87,80.7,233,15.23,551.29,4147,4147,4147,2024-12-10 20:55:50
769,24492,183,1023,14,0.0,311.87,81.6,233,14.92,551.31,4147,4147,4147,2024-12-10 21:01:13
770,24493,183,1023,14,0.0,311.87,83.4,233,14.56,551.4,4131,4131,4131,2024-12-10 21:06:36
771,24494,183,1023,14,0.0,311.87,85.5,233,14.5,551.43,4120,4120,4120,2024-12-10 21:11:59
772,24495,184,1023,14,0.0,311.87,83.8,233,14.51,551.46,4142,4142,4142,2024-12-10 21:17:22
773,24496,184,1023,16,0.0,311.87,84.3,233,14.48,551.52,4142,4142,4142,2024-12-10 21:22:45
774,24497,184,1023,16,0.0,311.87,85.0,233,14.35,551.58,4142,4142,4142,2024-12-10 21:28:08
775,24498,184,1023,14,0.0,311.87,84.2,233,14.09,551.63,4131,4131,4131,2024-12-10 21:33:31
776,24499,184,1023,14,0.0,311.87,86.3,233,13.84,551.66,4142,4142,4142,2024-12-10 21:38:54
777,24500,184,1023,14,0.0,311.87,87.1,233,13.44,551.75,4142,4142,4142,2024-12-10 21:44:17
778,24501,185,1023,14,0.0,311.87,88.5,233,13.34,551.79,4114,4114,4114,2024-12-10 21:49:40
779,24502,185,1023,14,0.0,311.87,88.7,233,13.51,551.84,4114,4114,4114,2024-12-10 21:55:03
780,24503,185,1023,14,0.0,311.87,87.8,233,13.67,551.9,4109,4109,4109,2024-12-10 22:00:26
781,24504,185,1023,14,0.0,311.87,88.2,233,13.79,551.9,4136,4136,4136,2024-12-10 22:05:51
782,24505,185,1023,14,2.25,170.58,87.3,233,13.81,551.91,4136,4136,4136,2024-12-10 22:11:14
783,24506,185,1023,14,1.45,158.83,86.2,233,13.87,551.94,4131,4131,4131,2024-12-10 22:16:37
784,24507,185,1023,14,1.66,152.64,85.2,233,13.83,552.0,4131,4131,4131,2024-12-10 22:22:00
785,24508,185,1023,14,0.0,152.64,85.4,233,13.74,552.06,4070,4070,4070,2024-12-10 22:27:23
786,24509,185,1023,14,0.0,152.64,86.7,233,13.43,552.1,4109,4109,4109,2024-12-10 22:32:46
787,24510,185,1023,14,0.47,321.22,86.1,233,13.48,552.12,4070,4070,4070,2024-12-10 22:38:09
788,24511,185,1023,14,0.49,237.15,84.1,233,13.57,552.13,4131,4131,4131,2024-12-10 22:43:32
789,24512,185,1023,14,2.25,282.74,81.8,233,14.02,552.11,4131,4131,4131,2024-12-10 22:48:55
790,24513,185,1023,14,1.27,321.07,81.6,233,14.02,552.11,4125,4125,4125,2024-12-10 22:54:18
791,24514,185,1023,14,3.36,164.87,83.8,233,14.11,552.14,4065,4065,4065,2024-12-10 22:59:41
792,24515,185,1023,14,1.21,162.69,83.8,233,14.04,552.19,4103,4103,4103,2024-12-10 23:05:04
793,24516,185,1023,14,0.52,296.18,84.2,233,13.84,552.21,4125,4125,4125,2024-12-10 23:10:27
794,24517,185,1023,14,1.41,157.5,85.5,233,13.68,552.19,4125,4125,4125,2024-12-10 23:15:50
795,24518,186,1023,14,3.85,156.85,85.4,233,13.71,552.19,4120,4120,4120,2024-12-10 23:21:12
796,24519,185,1023,14,4.62,142.26,85.0,233,13.67,552.17,4125,4125,4125,2024-12-10 23:26:36
797,24520,185,1023,14,1.36,263.24,85.5,233,13.35,552.19,4098,4098,4098,2024-12-10 23:31:58
798,24521,186,1023,14,0.3,179.0,87.2,233,12.96,552.18,4120,4120,4120,2024-12-10 23:37:21
799,24522,186,1023,14,3.1,152.11,87.6,233,13.15,552.12,4120,4120,4120,2024-12-10 23:42:44
800,24523,186,1023,13,1.49,152.16,86.5,233,12.98,552.09,4120,4120,4120,2024-12-10 23:48:07
801,24524,186,1023,14,0.0,152.16,88.0,233,12.68,552.05,4098,4098,4098,2024-12-10 23:53:30
802,24525,186,1023,14,0.0,152.16,89.0,233,12.49,552.02,4092,4092,4092,2024-12-10 23:58:53
803,24526,187,1023,14,0.0,152.16,89.7,233,12.09,552.03,4114,4114,4114,2024-12-11 00:04:16
804,24527,187,1023,14,0.0,152.16,91.3,233,11.84,552.05,4120,4120,4120,2024-12-11 00:09:39
805,24528,187,1023,13,0.85,303.76,92.7,233,12.03,552.01,4098,4098,4098,2024-12-11 00:15:02
806,24529,187,1023,13,0.0,303.76,92.4,233,12.07,551.96,4114,4114,4114,2024-12-11 00:20:25
807,24530,187,1023,13,0.0,303.76,92.9,233,11.94,551.94,4087,4087,4087,2024-12-11 00:25:48
808,24531,187,1023,14,0.0,303.76,92.7,233,11.86,551.93,4087,4087,4087,2024-12-11 00:31:11
809,24532,187,1023,13,0.0,303.76,93.2,233,11.6,551.88,4114,4114,4114,2024-12-11 00:36:34
810,24533,187,1023,14,0.0,303.76,93.4,233,11.6,551.86,4114,4114,4114,2024-12-11 00:41:57
811,24534,187,1023,13,0.0,303.76,93.4,233,11.38,551.84,4092,4092,4092,2024-12-11 00:47:20
812,24535,187,1023,13,0.0,303.76,94.0,233,11.31,551.83,4092,4092,4092,2024-12-11 00:52:43
813,24536,187,1023,13,0.0,303.76,94.4,233,11.5,551.83,4092,4092,4092,2024-12-11 00:58:06
814,24537,187,1023,13,0.0,303.76,93.9,233,11.35,551.79,4098,4098,4098,2024-12-11 01:03:29
815,24538,188,1023,13,0.0,303.76,94.2,233,11.33,551.79,4114,4114,4114,2024-12-11 01:08:52
816,24539,187,1023,13,0.0,303.76,94.2,233,11.15,551.76,4114,4114,4114,2024-12-11 01:14:15
817,24540,186,1023,12,0.0,303.76,94.2,233,11.13,551.76,4087,4087,4087,2024-12-11 01:19:37
818,24541,186,1023,14,0.0,303.76,95.0,233,11.1,551.7,4087,4087,4087,2024-12-11 01:25:00
819,24542,187,1023,20,0.0,303.76,94.8,233,11.14,551.69,4087,4087,4087,2024-12-11 01:30:24
820,24543,187,1023,26,0.0,303.76,95.4,233,11.23,551.7,4109,4109,4109,2024-12-11 01:35:46
821,24544,186,1023,22,0.0,303.76,95.0,233,11.07,551.64,4087,4087,4087,2024-12-11 01:41:09
822,24545,187,1023,39,0.0,303.76,95.4,233,10.86,551.64,4098,4098,4098,2024-12-11 01:46:31
823,24546,187,1023,42,0.0,303.76,95.7,233,10.97,551.59,4109,4109,4109,2024-12-11 01:51:54
824,24547,187,1023,23,0.0,303.76,95.2,233,10.7,551.59,4109,4109,4109,2024-12-11 01:57:17
825,24548,187,1023,44,0.0,303.76,95.3,233,10.53,551.57,4109,4109,4109,2024-12-11 02:02:39
826,24549,187,1023,43,0.0,303.76,95.8,233,10.44,551.53,4092,4092,4092,2024-12-11 02:08:01
827,24550,187,1023,45,0.0,303.76,95.9,233,10.51,551.52,4109,4109,4109,2024-12-11 02:13:24
828,24551,188,1023,45,0.0,303.76,96.1,233,10.59,551.5,4103,4103,4103,2024-12-11 02:18:47
829,24552,189,1023,45,0.0,303.76,96.6,233,10.68,551.47,4109,4109,4109,2024-12-11 02:24:10
830,24553,189,1023,22,1.46,309.25,96.3,233,10.82,551.52,4103,4103,4103,2024-12-11 02:29:33
831,24554,189,1023,21,0.0,309.25,96.2,233,10.54,551.54,4109,4109,4109,2024-12-11 02:34:56
832,24555,189,1023,23,0.0,309.25,96.2,233,10.34,551.49,4103,4103,4103,2024-12-11 02:40:18
833,24556,188,1023,42,0.0,309.25,96.0,233,10.26,551.49,4103,4103,4103,2024-12-11 02:45:41
834,24557,188,1023,62,0.0,309.25,96.3,233,10.03,551.43,4087,4087,4087,2024-12-11 02:51:04
835,24558,188,1023,60,0.0,309.25,97.0,233,9.99,551.4,4092,4092,4092,2024-12-11 02:56:26
836,24559,190,1023,61,0.0,309.25,97.2,233,10.08,551.38,4092,4092,4092,2024-12-11 03:01:48
837,24560,189,1023,27,0.0,309.25,97.2,233,10.38,551.31,4092,4092,4092,2024-12-11 03:07:11
838,24561,189,1023,25,0.0,309.25,97.0,233,10.11,551.3,4098,4098,4098,2024-12-11 03:12:33
839,24562,189,1023,26,0.19,309.25,96.9,233,10.17,551.22,4103,4103,4103,2024-12-11 03:17:56
840,24563,189,1023,23,0.92,306.01,97.4,233,10.31,551.21,4076,4076,4076,2024-12-11 03:23:19
841,24564,189,1023,23,0.0,306.01,97.3,233,10.11,551.19,4103,4103,4103,2024-12-11 03:28:41
842,24565,189,1023,23,0.0,306.01,97.1,233,9.73,551.09,4098,4098,4098,2024-12-11 03:34:04
843,24566,189,1023,23,1.03,337.5,97.6,233,9.99,551.08,4098,4098,4098,2024-12-11 03:39:27
844,24567,190,1023,24,0.0,337.5,97.6,233,10.14,551.17,4081,4081,4081,2024-12-11 03:44:49
845,24568,190,1023,23,0.0,135.0,97.5,233,10.16,551.2,4087,4087,4087,2024-12-11 03:50:13
846,24569,188,1023,22,0.0,135.0,97.7,233,10.12,551.22,4098,4098,4098,2024-12-11 03:55:35
847,24570,189,1023,27,0.0,135.0,97.6,233,10.21,551.29,4098,4098,4098,2024-12-11 04:00:57
848,24571,188,1023,24,0.0,135.0,97.5,233,10.31,551.38,4098,4098,4098,2024-12-11 04:06:19
849,24572,189,1023,21,0.0,135.0,97.4,233,10.19,551.45,4098,4098,4098,2024-12-11 04:11:42
850,24573,189,1023,22,1.63,135.0,97.5,233,10.09,551.5,4098,4098,4098,2024-12-11 04:17:04
851,24574,189,1023,21,0.0,135.0,97.6,233,9.92,551.51,4032,4032,4032,2024-12-11 04:22:27
852,24575,189,1023,22,0.0,135.0,97.5,233,9.57,551.43,4092,4092,4092,2024-12-11 04:27:50
853,24576,189,1023,24,0.0,135.0,97.5,233,9.48,551.49,4070,4070,4070,2024-12-11 04:33:13
854,24577,189,1023,22,0.56,163.89,98.1,233,9.83,551.61,4098,4098,4098,2024-12-11 04:38:36
855,24578,189,1023,23,0.08,263.97,98.2,233,10.05,551.63,4032,4032,4032,2024-12-11 04:43:59
856,24579,189,1023,22,0.0,263.97,98.0,233,9.97,551.57,4092,4092,4092,2024-12-11 04:49:22
857,24580,189,1023,23,0.0,263.97,98.0,233,9.87,551.63,4081,4081,4081,2024-12-11 04:54:45
858,24581,189,1023,27,0.0,263.97,98.4,233,10.21,551.68,4070,4070,4070,2024-12-11 05:00:08
859,24582,188,1023,28,0.01,263.97,98.2,233,10.23,551.78,4065,4065,4065,2024-12-11 05:05:31
860,24583,189,1023,29,0.0,263.97,98.2,233,10.04,551.79,4070,4070,4070,2024-12-11 05:10:54
861,24584,189,1023,30,0.0,263.97,98.3,233,9.94,551.73,4092,4092,4092,2024-12-11 05:16:17
862,24585,189,1023,36,0.0,263.97,98.1,233,9.9,551.65,4092,4092,4092,2024-12-11 05:21:40
863,24586,189,1023,47,0.0,263.97,98.6,233,10.21,551.71,4092,4092,4092,2024-12-11 05:27:02
864,24587,190,1023,86,0.0,263.97,98.4,233,10.43,551.75,4076,4076,4076,2024-12-11 05:32:26
865,24588,190,1023,141,0.0,263.97,98.4,233,10.24,551.81,4081,4081,4081,2024-12-11 05:37:49
866,24589,191,1023,231,0.0,263.97,98.5,233,10.44,551.96,4092,4092,4092,2024-12-11 05:43:12
867,24590,191,1023,2,0.0,263.97,98.3,233,10.51,552.01,4070,4070,4070,2024-12-11 05:48:34
868,24591,191,1023,285,0.0,263.97,98.7,233,10.78,552.03,4092,4092,4092,2024-12-11 05:53:58
869,24592,191,1023,281,0.0,263.97,98.6,233,11.04,552.1,4059,4059,4059,2024-12-11 05:59:20
870,24593,190,1023,323,0.0,263.97,98.6,233,11.33,552.13,4087,4087,4087,2024-12-11 06:04:43
871,24594,190,1023,369,0.0,263.97,98.5,233,11.66,552.15,4065,4065,4065,2024-12-11 06:10:06
872,24595,190,1023,339,0.0,263.97,98.3,233,11.75,552.19,4092,4092,4092,2024-12-11 06:15:29
873,24596,189,1023,312,0.0,263.97,98.3,233,11.93,552.24,4092,4092,4092,2024-12-11 06:20:52
874,24597,190,1023,326,0.0,263.97,98.3,233,12.11,552.25,4076,4076,4076,2024-12-11 06:26:15
875,24598,190,1023,335,0.0,263.97,98.2,233,12.3,552.28,4081,4081,4081,2024-12-11 06:31:38
876,24599,189,1023,337,0.0,263.97,97.8,233,12.56,552.35,4098,4098,4098,2024-12-11 06:37:01
877,24600,189,1023,355,0.0,263.97,97.8,233,12.64,552.38,4092,4092,4092,2024-12-11 06:42:24
878,24601,191,1023,369,0.0,263.97,97.2,233,12.68,552.42,4103,4103,4103,2024-12-11 06:47:47
879,24602,190,1023,396,0.0,263.97,96.9,233,12.86,552.37,4103,4103,4103,2024-12-11 06:53:10
880,24603,190,1023,413,0.0,263.97,96.5,233,13.1,552.41,4103,4103,4103,2024-12-11 06:58:33
881,24604,190,1023,434,0.0,263.97,89.9,233,13.33,552.41,4103,4103,4103,2024-12-11 07:03:56
882,24605,190,1023,459,0.0,263.97,96.1,233,13.69,552.41,4109,4109,4109,2024-12-11 07:09:19
883,24606,190,1023,467,0.0,263.97,94.6,233,13.69,552.45,4109,4109,4109,2024-12-11 07:14:42
884,24607,189,1023,490,0.84,270.58,94.7,233,13.99,552.48,4092,4092,4092,2024-12-11 07:20:05
885,24608,189,1023,256,2.57,234.25,93.8,233,14.12,552.49,4120,4120,4120,2024-12-11 07:25:28
886,24609,188,1023,522,5.03,195.89,91.2,233,14.32,552.6,4125,4125,4125,2024-12-11 07:30:50
887,24610,187,1023,538,3.13,194.12,90.3,233,14.6,552.63,4125,4125,4125,2024-12-11 07:36:13
888,24611,187,1023,547,1.9,192.16,88.9,233,14.87,552.66,4103,4103,4103,2024-12-11 07:41:36
889,24612,186,1023,552,4.6,179.64,88.0,233,15.09,552.69,4114,4114,4114,2024-12-11 07:47:00
890,24613,186,1023,550,4.27,210.98,88.0,233,15.37,552.73,4081,4081,4081,2024-12-11 07:52:22
891,24614,186,1023,549,4.37,229.14,86.7,233,15.43,552.72,4125,4125,4125,2024-12-11 07:57:45
892,24615,185,1023,551,1.13,251.56,87.3,233,15.95,552.68,4136,4136,4136,2024-12-11 08:03:09
893,24616,185,1023,554,2.84,269.39,85.7,233,16.31,552.71,4158,4158,4158,2024-12-11 08:08:32
894,24617,184,1023,562,1.62,269.69,83.7,233,16.75,552.72,4114,4114,4114,2024-12-11 08:13:55
895,24618,183,1023,555,0.01,187.24,82.0,233,17.11,552.73,4175,4175,4175,2024-12-11 08:19:18
896,24619,183,1023,557,0.05,275.24,80.6,233,17.44,552.74,4164,4164,4164,2024-12-11 08:24:41
897,24620,183,1023,565,0.43,275.5,79.7,233,17.72,552.72,4169,4169,4169,2024-12-11 08:30:04
898,24621,182,1023,574,0.12,263.51,78.6,233,18.05,552.75,4169,4169,4169,2024-12-11 08:35:27
899,24622,181,1023,576,1.27,169.13,76.4,233,18.28,552.74,4180,4180,4180,2024-12-11 08:40:50
900,24623,181,1023,581,0.02,337.5,76.2,233,18.62,552.71,4164,4164,4164,2024-12-11 08:46:13
901,24624,180,1023,589,0.0,337.5,75.5,233,19.03,552.7,4175,4175,4175,2024-12-11 08:51:36
902,24625,179,1023,611,0.62,287.04,73.9,233,19.51,552.68,4169,4169,4169,2024-12-11 08:56:58
903,24626,178,1023,595,0.8,280.5,73.7,233,20.32,552.66,4186,4186,4186,2024-12-11 09:02:21
904,24627,177,1023,589,1.99,282.93,67.5,233,20.5,552.64,4175,4175,4175,2024-12-11 09:07:44
905,24628,177,1023,588,0.0,282.93,67.1,233,20.56,552.66,4175,4175,4175,2024-12-11 09:13:08
906,24629,177,1023,608,0.78,298.98,66.4,233,20.91,552.6,4147,4147,4147,2024-12-11 09:18:30
907,24630,176,1023,632,1.19,287.14,62.9,233,21.15,552.56,4186,4186,4186,2024-12-11 09:23:53
908,24631,175,1023,641,1.03,196.07,60.1,233,21.96,552.55,4180,4180,4180,2024-12-11 09:29:16
909,24632,174,1023,641,0.5,298.65,55.5,233,22.98,552.5,4175,4175,4175,2024-12-11 09:34:39
910,24633,173,1023,603,0.76,298.65,51.9,233,23.62,552.46,4186,4186,4186,2024-12-11 09:40:02
911,24634,173,1023,644,3.31,283.43,52.5,233,23.79,552.45,4180,4180,4180,2024-12-11 09:45:25
912,24635,173,1023,607,3.51,219.88,53.2,233,23.26,552.47,4158,4158,4158,2024-12-11 09:50:48
913,24636,173,1023,651,4.08,258.76,53.1,233,23.28,552.43,4180,4180,4180,2024-12-11 09:56:11
914,24637,174,1023,654,3.92,275.43,54.1,233,23.69,552.37,4175,4175,4175,2024-12-11 10:01:34
915,24638,174,1023,655,4.88,280.53,52.2,233,24.01,552.37,4191,4191,4191,2024-12-11 10:06:57
916,24639,174,1023,657,3.34,218.38,75.9,233,23.77,552.3,4158,4158,4158,2024-12-11 10:12:20
917,24640,174,1023,642,2.88,237.13,53.6,233,23.84,552.25,4153,4153,4153,2024-12-11 10:17:43
918,24641,174,1023,665,5.79,263.04,76.3,233,23.77,552.17,4147,4147,4147,2024-12-11 10:23:06
919,24642,174,1023,671,6.44,219.3,26.5,233,23.45,552.1,4175,4175,4175,2024-12-11 10:28:29
920,24643,174,1023,674,6.97,221.86,52.5,233,23.36,552.05,4191,4191,4191,2024-12-11 10:33:52
